urun_adi,Fiyat_str,gelis_fiyat_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
HP W2073A (117A) Magenta (0.7K),5.29 USD 213.17 TL,5.29,700,100,20,11999,"HP W2073A (117A): 150, MFP178, MFP179"
HP W2072A (117A) Yellow Chipsiz (0.7K),5.04 USD 203.09 TL,5.04,700,50,8,11215,"HP W2072A (117A): 150, MFP178, MFP179"
HP W2072A (117A) Yellow (0.7K),5.29 USD 213.17 TL,5.29,700,100,10,11998,"HP W2072A (117A): 150, MFP178, MFP179"
HP W2071A (117A) Cyan Chipsiz (0.7K),5.04 USD 203.09 TL,5.04,700,100,10,11214,"HP W2071A (117A): 150, MFP178, MFP179"
HP W2071A (117A) Cyan (0.7K),5.29 USD 213.17 TL,5.29,700,100,20,11997,"HP W2071A (117A): 150, MFP178, MFP179"
HP W2070A (117A) Black Chipsiz (1K),5.04 USD 203.09 TL,5.04,1000,50,10,11213,"HP W2070A (117A): 150, MFP178, MFP179"
HP W2070A (117A) Black (1K),5.16 USD 207.93 TL,5.16,1000,100,20,11996,"HP W2070A (117A): 150,MFP178, MFP179"
HP W2033X (415X) Magenta (6K),17.73 USD 714.46 TL,17.73,6000,100,0,13134,"HP W2033X (415X): M455, MFP M454, MFP M479, MFP M480"
HP W2033A (415A) Magenta (2.1K),9.27 USD 373.55 TL,9.27,2100,100,10,13130,"HP W2033A (415A): M455, MFP M454, MFP M479, MFP M480"
HP W2032X (415X) Yellow (6K),17.73 USD 714.46 TL,17.73,6000,100,0,13133,"HP W2032X (415X): M455, MFP M454, MFP M479, MFP M480"
HP W2032A (415A) Yellow (2.1K),9.27 USD 373.55 TL,9.27,2100,100,10,13129,"HP W2032A (415A): M455, MFP M454, MFP M479, MFP M480"
HP W2031X (415X) Cyan (6K),17.73 USD 714.46 TL,17.73,6000,100,0,13132,"HP W2031X (415X): M455, MFP M454, MFP M479, MFP M480"
HP W2031A (415A) Cyan (2.1K),9.27 USD 373.55 TL,9.27,2100,100,10,13128,"HP W2031A (415A): M455, MFP M454, MFP M479, MFP M480"
HP W2030X (415X) Black (7.5K),17.73 USD 714.46 TL,17.73,7500,100,0,13131,"HP W2030X (415X): M455, MFP M454, MFP M479, MFP M480"
HP W2030A (415A) Black (2.4K),9.27 USD 373.55 TL,9.27,2400,100,30,13127,"HP W2030A (415A): M455, MFP M454, MFP M479, MFP M480"
HP W2013A (659A) Magenta (13K),"75.00 USD 3,022.25 TL",75.00,13000,0,0,14853,"HP W2010A (659A): M776, M856, E85055"
HP W2012A (659A) Yellow (13K),"75.00 USD 3,022.25 TL",75.00,13000,0,0,14852,"HP W2010A (659A): M776, M856, E85055"
HP W2011A (659A) Cyan (13K),"75.00 USD 3,022.25 TL",75.00,13000,0,0,14851,"HP W2010A (659A): M776, M856, E85055"
HP W2010A (659A) Black (16K),"75.00 USD 3,022.25 TL",75.00,16000,0,0,14850,"HP W2010A (659A): M776, M856, E85055"
HP W1540X (154X) Toner Reload Kit (5K),3.11 USD 125.32 TL,3.11,5000,100,9,14871,"HP W1540X (154X): Laserjet Tank 1502,1602 MFP,2502,2602 MFP"
"HP W1540A (154A) Toner Reload Kit (2,5K)",2.85 USD 114.85 TL,2.85,2500,100,4,14870,"HP W1540A (154A): Laserjet Tank 1502,1602 MFP,2502,2602 MFP"
"HP W1510X (151X) Chipsiz (9,7K)",8.61 USD 346.95 TL,8.61,9700,40,1,16279,"HP W1510X (151X): LaserJet Pro 4003, MFP 4103"
"HP W1510X (151X) (9,7K)",16.05 USD 646.76 TL,16.05,9700,100,1,14962,"HP W1510X (151X): LaserJet Pro 4003, MFP 4103"
"HP W1510A (151A) Chipsiz (3,05K)",6.53 USD 263.14 TL,6.53,3050,100,10,16278,"HP W1510A (151A): LaserJet Pro 4003, MFP 4103"
"HP W1510A (151A) (3,05K)",11.82 USD 476.31 TL,11.82,3050,40,0,14961,"HP W1510A (151A): LaserJet Pro 4003, MFP 4103"
HP W1500A (150A) Chipsiz (1K),5.02 USD 202.29 TL,5.02,1000,100,10,16377,"HP W1500A (150A): LaserJet M109, M111, M112, M141, MFP M141"
HP W1500A (150A) (1K),8.70 USD 350.58 TL,8.70,1000,100,50,16378,"HP W1500A (150A): LaserJet M109, M111, M112, M141, MFP M141"
HP W1470X (147X) (25.2K) Chipsiz,22.41 USD 903.05 TL,22.41,25200,50,0,12095,"HP W1470X (147X): M610, M611, M612, M634, M635, M636"
HP W1470X (147X) (25.2K),"33.33 USD 1,343.09 TL",33.33,25200,8,0,16432,"HP W1470X (147X): M610, M611, M612, M634, M635, M636"
HP W1470A (147A) (10.5K) Chipsiz,17.23 USD 694.31 TL,17.23,10500,50,9,12094,"HP W1470A (147A): M610, M611, M612, M634, M635, M636"
HP W1470A (147A) (10.5K),"25.56 USD 1,029.98 TL",25.56,10500,7,1,16431,"HP W1470A (147A): M610, M611, M612, M634, M635, M636"
HP W1450X (145X) Chipsiz (3.8K),6.47 USD 260.72 TL,6.47,3800,40,0,16720,"HP W1450X (145X): 3001, 3002, 3003, 3004, MFP3101, MFP3102, MFP3103, MFP3104, MFP M332,MFP M337"
HP W1450X (145X) (3.8K),12.41 USD 500.08 TL,12.41,3800,10,1,16450,"HP W1450X (145X): 3001, 3002, 3003, 3004, MFP3101, MFP3102, MFP3103, MFP3104, MFP M332,MFP M337"
HP W1450A (145A) Chipsiz (1.7K),5.51 USD 222.03 TL,5.51,1700,0,0,16719,"HP W1450A (145A): 3001, 3002, 3003, 3004, MFP3101, MFP3102, MFP3103, MFP3104, MFP M332,MFP M337"
HP W1450A (145A) (1.7K),11.67 USD 470.26 TL,11.67,1700,0,3,16449,"HP W1450A (145A): 3001, 3002, 3003, 3004, MFP3101, MFP3102, MFP3103, MFP3104, MFP M332,MFP M337"
HP W1360X (136X) Chipsiz (2.6K),4.78 USD 192.62 TL,4.78,2600,3,1,12879,"HP W1360X (136X): M211, MFP M236"
"HP W1360X (136X) (2,6K)",10.83 USD 436.41 TL,10.83,2600,10,1,13136,"HP W1360X (136X): M211,MFP M236"
HP W1360A (136A) Chipsiz (1.15K),4.50 USD 181.33 TL,4.50,1150,100,0,12878,"HP W1360A (136A): M211, MFP M236"
HP W1360A (136A) (1.15K),9.89 USD 398.53 TL,9.89,1150,100,1,13135,"HP W1360A (136A): M211, MFP M236"
"HP W1335X (335X) (13,7K)",8.76 USD 353.00 TL,8.76,13700,30,0,12592,"HP W1335X (335X): MFP M438,M442,M443"
"HP W1335A (335A) (7,4K)",8.17 USD 329.22 TL,8.17,7400,50,0,12591,"HP W1335A (335A): MFP M438,M442,M443"
HP W1332A (332A) Drum Unit (30K),7.45 USD 300.21 TL,7.45,30000,50,0,12872,"HP W1332A (332A): M408, MFP432"
HP W1331X (331X) (15K),9.26 USD 373.15 TL,9.26,15000,100,4,12883,"HP W1331X (331X): M408, MFP432"
HP W1331A (331A) (5K),9.02 USD 363.48 TL,9.02,5000,100,3,12882,"HP W1331A (331A): M408, MFP432"
HP W1120A (120A) Drum Unit (16K),19.89 USD 801.50 TL,19.89,16000,50,6,11781,"HP W1120A (120A): 150, MFP178, MFP179"
HP W1106XL (106XL) Chipsiz Ekstra Yüksek Kapasite (5K),6.05 USD 243.79 TL,6.05,5000,0,0,12824,"HP W1106XL (106XL): 107, MFP135, MFP137, MFP138"
HP W1106XL (106XL) (5K),6.56 USD 264.35 TL,6.56,5000,100,2,12881,"HP W1106XL (106XL): 107, MFP135, MFP137, MFP138"
"HP W1106X (106X) Chipsiz Yüksek Kapasite (2,5K)",5.06 USD 203.90 TL,5.06,2500,0,0,12779,"HP W1106X (106X): 107, MFP135, MFP137, MFP138"
"HP W1106X (106X) (2,5K)",5.13 USD 206.72 TL,5.13,2500,100,1,12880,"HP W1106X (106X): 107, MFP135, MFP137, MFP138"
HP W1106A (106A) Chipsiz (1K),4.73 USD 190.60 TL,4.73,1000,100,30,11197,"HP W1106A (106A): 107, MFP135, MFP137, MFP138"
HP W1106A (106A) (1K),4.92 USD 198.26 TL,4.92,1000,100,100,11995,"HP W1106A (106A): 107, MFP135, MFP137, MFP138"
HP W1104A (104A) Drum Unit (20K),"31.11 USD 1,253.63 TL",31.11,20000,20,0,11223,"HP W1104A (104A): Neverstop Laser 1000, MFP1200"
HP W1103A (103A) (2.5K),2.48 USD 99.94 TL,2.48,2500,100,4,11196,"HP W1103A (103A): Neverstop Laser 1000, MFP1200"
HP Q7570A (70A) (15K),18.61 USD 749.92 TL,18.61,15000,30,0,15133,"HP Q7570A (70A): M5025, M5035"
HP Q7551X (51X) (13K),16.67 USD 671.74 TL,16.67,13000,10,5,11435,"HP Q7551X (51X): P3005, M3027, M3035"
HP Q7551A (51A) (6.5K),9.97 USD 401.76 TL,9.97,6500,50,0,15064,"HP Q7551A (51A): P3005, M3027, M3035"
HP Q7516A (16A) (12K),17.17 USD 691.89 TL,17.17,12000,50,1,15062,HP Q7516A (16A): 5200
HP Q2673A (309A) Magenta Remanufactured (4K),"25.00 USD 1,007.42 TL",25.00,4000,1,0,15173,"HP Q2673A (309A): 3500, 3550"
HP Q2672A (309A) Yellow Remanufactured (4K),"25.00 USD 1,007.42 TL",25.00,4000,5,0,15172,"HP Q2672A (309A): 3500, 3550"
HP Q2671A (309A) Cyan Remanufactured (4K),"25.00 USD 1,007.42 TL",25.00,4000,2,0,15171,"HP Q2671A (309A): 3500, 3550"
HP Q2670A (308A) Black Remanufactured (6K),"25.00 USD 1,007.42 TL",25.00,6000,10,0,15170,"HP Q2670A (308A): 3500, 3550, 3700"
"HP Q1338X,Q1339A,Q5942X,Q5945A (20K)",18.83 USD 758.78 TL,18.83,20000,10,3,11389,"HP Q1338X (38X): 4200; HP Q1339A (39X): 4300; HP Q5942X (42X): 4250, 4350; HP Q5945A (45A): 4345"
HP CZ192A (93A) (12K),14.44 USD 581.88 TL,14.44,12000,40,2,15222,"HP CZ192A (93A): M435, M701, M705"
HP CF533A (205A) Magenta (0.9K),5.83 USD 234.93 TL,5.83,900,50,1,11749,"HP CF533A (205A): M154, M180, M181"
HP CF532A (205A) Yellow (0.9K),5.83 USD 234.93 TL,5.83,900,50,3,11748,"HP CF532A (205A): M154, M180, M181"
HP CF531A (205A) Cyan (0.9K),5.83 USD 234.93 TL,5.83,900,50,1,11747,"HP CF531A (205A): M154, M180, M181"
HP CF530A (205A) Black (1.1K),5.83 USD 234.93 TL,5.83,1100,50,8,11746,"HP CF530A (205A): M154, M180, M181"
HP CF303A (827A) Magenta (32K),"31.50 USD 1,269.34 TL",31.50,32000,1,0,11699,HP CF303A (827A): M880
HP CF302A (827A) Yellow (32K),"31.50 USD 1,269.34 TL",31.50,32000,4,0,11698,HP CF302A (827A): M880
HP CF301A (827A) Cyan (32K),"31.50 USD 1,269.34 TL",31.50,32000,4,0,11697,HP CF301A (827A): M880
HP CF294X (94X) (2.8K),7.50 USD 302.22 TL,7.50,2800,30,1,11673,"HP CF294X (94X): MFP M118 M148,M149"
HP CF294A (94A) (1.2K),6.26 USD 252.26 TL,6.26,1200,50,0,11672,"HP CF294A (94A): MFP M118 M148,M149"
HP CF289Y (89Y) (20K),"40.00 USD 1,611.86 TL",40.00,20000,9,0,14685,"HP CF289Y (89Y): M507,M528, E50145, E52645"
HP CF289X (89X)(10K),24.17 USD 973.97 TL,24.17,10000,10,4,13122,"HP CF289X (89X): M507, M528, E50145, E52645"
HP CF289A (89A) (5K),17.50 USD 705.19 TL,17.50,5000,10,1,14683,"HP CF289A (89A): M507, M528, E50145, E52645"
HP CF279A (79A) (1K),4.76 USD 191.81 TL,4.76,1000,0,0,11421,"HP CF279A (79A): M12A, M26A"
HP CF259X (59X) (10K),12.38 USD 498.87 TL,12.38,10000,100,5,13120,"HP CF259X (59X): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429"
HP CF259A (59A) (3K),9.02 USD 363.48 TL,9.02,3000,8,7,13119,"HP CF259A (59A): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429"
HP CF256X (56X) (13.7K),7.14 USD 287.72 TL,7.14,13700,9,0,14000,HP CF256X (56X): M436
HP CF256A (56A) (7.4K),6.67 USD 268.78 TL,6.67,7400,50,4,11738,"HP CF256A (56A): M433, M436"
HP CF237X (37X) (25K),22.67 USD 913.52 TL,22.67,25000,10,0,15063,"HP CF237X (37X): M608, M609, M631, M632, M633"
HP CF234A (34A) Drum Unit (9.2K),8.96 USD 361.06 TL,8.96,9200,40,1,11695,"HP CF234A (34A): M106, M134"
HP CF233A (33A) (2.3K),2.80 USD 112.83 TL,2.80,2300,100,5,11649,"HP CF233A (33A): M106, M134"
HP CF231A (31A) (5K),8.95 USD 360.65 TL,8.95,5000,10,0,11745,"HP CF231A (31A): M206, M230"
HP CF214X (14X) (17.5K),17.78 USD 716.47 TL,17.78,17500,0,0,11761,"HP CF214X (14X): M712, M725"
HP CF214A (14A) (10K),16.66 USD 671.34 TL,16.66,10000,20,0,15118,"HP CF214A (14A): M712, M725"
HP CE743A (307A) Magenta (7.3K),"42.00 USD 1,692.46 TL",42.00,7300,50,2,11445,"HP CE743A (307A): CP5220, CP5225"
HP CE742A (307A) Yellow (7.3K),"42.00 USD 1,692.46 TL",42.00,7300,50,2,11444,"HP CE742A (307A): CP5220, CP5225"
HP CE741A (307A) Cyan (7.3K),"42.00 USD 1,692.46 TL",42.00,7300,50,2,11443,"HP CE741A (307A): CP5220, CP5225"
HP CE740A (307A) Black (7K),"42.00 USD 1,692.46 TL",42.00,7000,100,3,11442,"HP CE740A (307A): CP5220, CP5225"
HP CE314A (126A) Drum Unit (14K),5.21 USD 209.95 TL,5.21,14000,50,3,11441,"HP CE314A (126A): CP1025, M175, M176, M177, M275"
HP CE273A (650A) Magenta (15K),"33.22 USD 1,338.65 TL",33.22,15000,3,0,11430,"HP CE273A (650A): CP5520, CP5525, M750"
HP CE272A (650A) Yellow (15K),"33.22 USD 1,338.65 TL",33.22,15000,2,0,11429,"HP CE272A (650A): CP5520, CP5525, M750"
HP CE271A (650A) Cyan (15K),"33.22 USD 1,338.65 TL",33.22,15000,2,1,11428,"HP CE271A (650A): CP5520, CP5525, M750"
HP CE270A (650A) Black (13.5K),"33.22 USD 1,338.65 TL",33.22,13500,10,2,11427,"HP CE270A (650A): CP5520, CP5525, M750"
HP CE263A (647A) Magenta (11K),14.44 USD 581.88 TL,14.44,11000,10,0,11360,"HP CE263A (647A): CP4025, CP4525"
HP CE262A (647A) Yellow (11K),14.44 USD 581.88 TL,14.44,11000,20,0,11359,"HP CE262A (647A): CP4025, CP4525"
HP CE261A (647A) Cyan (11K),14.44 USD 581.88 TL,14.44,11000,20,0,11358,"HP CE261A (647A): CP4025, CP4525"
HP CE260X (649X) Black (17K),"30.00 USD 1,208.90 TL",30.00,17000,8,0,11530,HP CE260X (649X): CP4525
HP CE260A (647A) Black (8.5K),17.50 USD 705.19 TL,17.50,8500,10,0,11357,"HP CE260A (647A): CP4025, CP4525, CM4540"
"HP CC364X,CE390X (24K)",17.22 USD 693.91 TL,17.22,24000,30,7,11325,"HP CC364X (64X): P4015, P4515; HP CE390X (90X): M602, M603, M4555"
"HP CC364A,CE390A (10K)",11.81 USD 475.90 TL,11.81,10000,100,5,15161,"HP CC364A (64A): P4014, P4015, P4515; HP CE390A (90A): M601, M602, M603, M4555"
"HP C7115A,Q2613A,Q2624A (2.5K)",5.54 USD 223.24 TL,5.54,2500,20,6,15048,"HP C7115A (15A): 1000, 1005, 1200, 1220, 3300, 3310, 3320, 3330, 3380; HP Q2613A (13A): 1300; HP Q2624A (24A): 1150"
HP C4096A (96A) (5K),9.50 USD 382.82 TL,9.50,5000,20,0,15111,"HP C4096A (96A): 2100, 2200; CANON EP32: LBP32X, LBP470, LBP1000, LBP1310, P100"
BROTHER TN-871Y Yellow Chipli (6.5K),23.33 USD 940.12 TL,23.33,6500,40,0,16792,"BROTHER TN871Y: HLL9430, MFCL9630"
BROTHER TN-871XLY Yellow Yüksek Kapasite Chipli (9K),"25.00 USD 1,007.42 TL",25.00,9000,7,0,16796,"BROTHER TN871XLY: HLL9430, MFCL9630"
BROTHER TN-871XLM Magenta Yüksek Kapasite Chipli (9K),"25.00 USD 1,007.42 TL",25.00,9000,8,0,16795,"BROTHER TN871XLM: HLL9430, MFCL9630"
BROTHER TN-871XLC Cyan Yüksek Kapasite Chipli (9K),"25.00 USD 1,007.42 TL",25.00,9000,8,0,16794,"BROTHER TN871XLC: HLL9430, MFCL9630"
BROTHER TN-871XLBK Black Yüksek Kapasite Chipli (12K),"25.00 USD 1,007.42 TL",25.00,12000,2,0,16793,"BROTHER TN871XLBK: HLL9430, MFCL9630"
BROTHER TN-871M Magenta Chipli (6.5K),23.33 USD 940.12 TL,23.33,6500,50,0,16791,"BROTHER TN871M: HLL9430, MFCL9630"
BROTHER TN-871C Cyan Chipli (6.5K),23.33 USD 940.12 TL,23.33,6500,40,0,16790,"BROTHER TN871C: HLL9430, MFCL9630"
BROTHER TN-871BK Black Chipli (9K),23.33 USD 940.12 TL,23.33,9000,40,0,16789,"BROTHER TN871BK: HLL9430, MFCL9630"
BROTHER TN-466Y Yellow (6.5K),7.08 USD 285.30 TL,7.08,6500,50,2,11827,"BROTHER TN466Y: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-466M Magenta (6.5K),7.08 USD 285.30 TL,7.08,6500,50,1,11826,"BROTHER TN466M: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-466K Black (6.5K),5.35 USD 215.59 TL,5.35,6500,100,2,11824,"BROTHER TN466K: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-466C Cyan (6.5K),7.08 USD 285.30 TL,7.08,6500,50,2,11825,"BROTHER TN466C: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-461Y Yellow (3K),5.41 USD 218.00 TL,5.41,3000,100,5,11823,"BROTHER TN461Y: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-461M Magenta (3K),5.41 USD 218.00 TL,5.41,3000,100,4,11822,"BROTHER TN461M: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-461K Black (3K),5.41 USD 218.00 TL,5.41,3000,100,10,11820,"BROTHER TN461K: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-461C Cyan (3K),5.41 USD 218.00 TL,5.41,3000,100,5,11821,"BROTHER TN461C: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
BROTHER TN-3617XL Yüksek Kapasite (25K),15.56 USD 627.02 TL,15.56,25000,0,0,16758,"BROTHER TN3617XL: HL-L6210, HL-L6410, MFC-L6710, MFC-L6910"
BROTHER TN-3617 (18K),12.92 USD 520.63 TL,12.92,18000,0,0,17086,"BROTHER TN3617: HL-L5210, HL-L6210, HL-L6410, MFC-L5710, MFC-L5715, MFC-L6710, MFC-L6910, DCP-L5510"
BROTHER TN-3607XXL Yüksek Kapasite (11K),10.12 USD 407.80 TL,10.12,11000,100,0,16757,"BROTHER TN3607XXL: HL-L5210, HL-L6210, HL-L6410, MFC-L5710, MFC-L5715, MFC-L6710, MFC-L6910, DCP-L5510"
BROTHER TN-3607 (3K),8.83 USD 355.82 TL,8.83,3000,50,0,16756,"BROTHER TN3607: HL-L5210, HL-L6210, HL-L6410, MFC-L5710, MFC-L5715, MFC-L6710, MFC-L6910, DCP-L5510"
"BROTHER TN-348Y,345Y,369Y,361Y Yellow (6K)",10.42 USD 419.89 TL,10.42,6000,10,0,11581,"BROTHER TN348Y: HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970; BROTHER TN369Y: HLL8250, HLL8350, DCPL8400, DCPL8450, MFCL8600, MFCL8650"
"BROTHER TN-348M,345M,369M,361M Magenta (6K)",10.42 USD 419.89 TL,10.42,6000,10,0,11580,"BROTHER TN348M: HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970; BROTHER TN369M: HLL8250, HLL8350, DCPL8400, DCPL8450, MFCL8600, MFCL8650"
"BROTHER TN-348C,345C,369C,361C Cyan (6K)",10.42 USD 419.89 TL,10.42,6000,10,0,11579,"BROTHER TN348C: HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970; BROTHER TN369C: HLL8250, HLL8350, DCPL8400, DCPL8450, MFCL8600, MFCL8650"
BROTHER TN-3487 Ekstra Yüksek Kapasite (20K),8.96 USD 361.06 TL,8.96,20000,40,0,17420,"BROTHER TN3487: HLL6400, HLL6450, MFCL6900"
BROTHER TN-3467 Extra Yüksek Kapasite (12K),6.22 USD 250.64 TL,6.22,12000,100,3,11412,"BROTHER TN3467: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
BROTHER TN-345Y Yellow (3.5K),5.50 USD 221.63 TL,5.50,3500,10,0,11453,"BROTHER TN345Y (TN340Y): HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970"
BROTHER TN-345M Magenta (3.5K),5.50 USD 221.63 TL,5.50,3500,20,0,11452,"BROTHER TN345M (TN340M): HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970"
"BROTHER TN-345K,348K,369K,361K Black Yüksek Kapasite (6K)",5.50 USD 221.63 TL,5.50,6000,20,1,11450,"BROTHER TN348BK: HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970; BROTHER TN369BK: HLL8250, HLL8350, DCPL8400, DCPL8450, MFCL8600, MFCL8650"
BROTHER TN-345C Cyan (3.5K),5.50 USD 221.63 TL,5.50,3500,20,0,11451,"BROTHER TN345C (TN340C): HL4140, HL4150, HL4570, DCP9050, DCP9055, DCP9270, MFC9460, MFC9465, MFC9560, MFC9970"
BROTHER TN-3437 Yüksek Kapasite (8K),5.85 USD 235.74 TL,5.85,8000,100,2,11411,"BROTHER TN3437: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
"BROTHER TN-3370 (780,3390) Ekstra Yüksek Kapasite (12K)",10.00 USD 402.97 TL,10.00,12000,0,0,15113,"BROTHER TN3370: HL6180, DCP8155, DCP8250, MFC8910, MFC8950"
"BROTHER TN-3350 (750,3380) Yüksek Kapasite (8K)",5.96 USD 240.17 TL,5.96,8000,100,2,11462,"BROTHER TN3350 (TN3320): HL5440, HL5450, HL5470, HL6180, DCP8110, DCP8150, DCP8155, DCP8250, MFC8510, MFC8520, MFC8710, MFC8810, MFC8910, MFC8950"
"BROTHER TN-3185,3290 Yüksek Kapasite (8K)",5.54 USD 223.24 TL,5.54,8000,50,0,15017,"BROTHER TN3185: HL5240, HL5250, HL5270, HL5280, DCP8060, DCP8065, MFC8460, MFC8470, MFC8660, MFC8670, MFC8860, MFC8870; BROTHER TN3290: HL5340, HL5350, HL5370, HL5380, DCP8070, DCP8080, DCP8085, MFC8370, MFC8380, MFC8480, MFC8680, MTF8690, MFC8880, MFC8890; KONICA MINOLTA A32W021: Bizhub 20"
"BROTHER TN-3145,3250 (3.5K)",5.17 USD 208.33 TL,5.17,3500,50,3,11374,"BROTHER TN3145: HL5240, HL5250, HL5270, HL5280, DCP8060, DCP8065, MFC8460, MFC8470, MFC8660, MFC8670, MFC8860, MFC8870; BROTHER TN3250: HL5340, HL5350, HL5370, HL5380, DCP8070, DCP8080, DCP8085, MFC8370, MFC8380, MFC8480, MFC8680, MTF8690, MFC8880, MFC8890"
"BROTHER TN-3060,6600,7600 Yüksek Kapasite (6.7K)",7.22 USD 290.94 TL,7.22,6700,4,0,15132,"BROTHER TN3060 (TN3030): HL5130, HL5140, HL5150, HL5170, DCP8040, DCP8045, MFC8120, MFC8220, MFC8440, MFC8640, MFC8840; BROTHER TN6600 (TN6300): HL1030, HL1230, HL1240, HL1250, HL1270, HL1430, HL1435, HL1440, HL1450, HL1470, HLP2500, FAX4100, FAX4750, FAX5750, FAX8350, FAX8360, FAX8750, MFC8300, MFC8500, MFC8600, MFC8700, MFC9600, MFC9650, MFC9660, MFC9700, MFC9750, MFC9760, MFC9800, MFC9850, MFC9860, MFC9870, MFC9880, MFCP2500; BROTHER TN7600 (TN7300): HL1640, HL1650, HL1670, HL1850, HL1870, HL5030, HL5040, HL5050, HL5070, DCP8020, DCP8025, MFC8420, MFC8820"
BROTHER TN-277 Yellow (2.3K),4.67 USD 188.19 TL,4.67,2300,100,2,11873,"BROTHER TN277Y (TN273Y): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
BROTHER TN-277 Magenta (2.3K),4.67 USD 188.19 TL,4.67,2300,100,3,11872,"BROTHER TN277M (TN273M): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
BROTHER TN-277 Cyan (2.3K),4.67 USD 188.19 TL,4.67,2300,100,3,11871,"BROTHER TN277C (TN273C): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
BROTHER TN-277 Black (3K),4.67 USD 188.19 TL,4.67,3000,100,5,11870,"BROTHER TN277BK (TN273BK): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
BROTHER TN-265Y (261XL) Yellow Yüksek Kapasite (2.2K),4.36 USD 175.69 TL,4.36,2200,10,1,11518,"BROTHER TN265Y (TN261Y): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER TN-265M (261XL) Magenta Yüksek Kapasite (2.2K),4.36 USD 175.69 TL,4.36,2200,10,1,11517,"BROTHER TN265M (TN261M): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER TN-265C (261XL) Cyan Yüksek Kapasite (2.2K),4.36 USD 175.69 TL,4.36,2200,9,2,11516,"BROTHER TN265C (TN261C): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER TN-261K Black (2.5K),4.11 USD 165.62 TL,4.11,2500,40,1,11515,"BROTHER TN261BK: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER TN-2456 (3K),3.67 USD 147.89 TL,3.67,3000,100,30,15155,"BROTHER TN2456: HL-L2316, HL-L2350, HL-L2351, HL-L2370, HL-L2375, HL-L2376, HL-L2385, HL-L2386, DCP-L2351, DCP-2535, DCP-L2550, DCP-L2395, MFC-L2710, MFC-L2713, MFC-L2715, MFC-L2716, MFC-L2750, MFC-L2751, MFC-L2770, MFC-L2771"
